,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,MK
EEG Fp1,1.0,0.6733502381895495,-0.027198340206328563,-0.2861554193934311,-0.3321005637433881,0.3703571459860143,-0.003033339728201231,-0.2745636580417146,0.3820218656272862,0.3040273780014557,-0.028140328776783238,-0.21968471887348875,0.06521036999567012,0.5806284959695636,-0.3460257239125288,-0.019895929030526654,0.24588145371071254,-0.3111349430034472,-0.3675050071883072,-0.21866893745165586,0.02387781301819189,-0.29730900119706727,-0.33902814298263534,-0.02650557740045326,-0.16202133715346967,-0.39469511161410037,-0.09026601388353402,-0.35332899439430066,,,-0.12445468148320521,0.024368756018166734,0.7358547748545725,0.037656133163928976,0.03854431332093993,-0.028245523275244416
EEG F3,0.6733502381895495,1.0,0.4688323673637556,0.03335389894555252,-0.07474434743174359,0.7787727465586095,0.4352384889839647,0.07681963815473788,0.8078317776634267,0.7805259999579308,-0.07277067093304952,0.18998520036304065,0.5168725898509119,0.33655065153107894,-0.15142370254648677,-0.06753838456595167,-0.09974348476038283,-0.3405139977453155,-0.2523321407731194,-0.19473005500328605,-0.3058416487935824,-0.3565110495760554,-0.19365251610332487,-0.24093813698547578,-0.37633224043576324,-0.28084806357520536,-0.08508503913898052,-0.4310498742141987,,,-0.18322369699829985,0.06861447906660577,0.2627749543075853,0.014578102933593396,0.015044795628499082,-0.025436381482718852
EEG C3,-0.027198340206328563,0.4688323673637556,1.0,0.6988870172463384,0.5782421014251162,0.63024087871639,0.7514159619815839,0.7258587652023749,0.6702060921082466,0.7414087832366774,0.10717367638711048,0.8760394671797819,0.5946061688833352,-0.09297340671378615,0.33084988113862346,0.04620349361999353,-0.2146901388702583,0.11542975904795813,0.3642702373214275,0.27322647342522727,-0.17236921813174777,0.10470986331273777,0.317721643403664,-0.07057915279782788,-0.046961411590375604,0.37805157575173937,0.051613097296725696,0.015820605068818792,,,-0.0523816753230365,0.030461761516949886,-0.20743829199829011,0.16178991563724185,0.16025024396209858,-0.0026630080294273183
EEG P3,-0.2861554193934311,0.03335389894555252,0.6988870172463384,1.0,0.7412832689043907,0.24607269222238085,0.5346092468619265,0.7762563662918902,0.276053437379394,0.3439124897294038,0.13021550068812066,0.8256727913441572,0.36139485183509124,-0.21745892799952063,0.48846950969210756,0.08472416170397119,-0.050758681104197116,0.391452514355631,0.6395164871451432,0.426159567428333,0.052963367982934384,0.34801274881559857,0.5146203093365781,0.15422180945816272,0.223820045690483,0.6330791593897581,0.26437038179050665,0.27023325542537663,,,0.060208941342738236,0.020336271547952835,-0.21811596335303,0.19909396883000238,0.19800684656719905,0.006650197252790259
EEG O1,-0.3321005637433881,-0.07474434743174359,0.5782421014251162,0.7412832689043907,1.0,0.2379794605126455,0.5116974489716329,0.8800233743870168,0.11343875841962335,0.292124971893329,0.06468726552484357,0.7558309797076954,0.4280052515049304,-0.2534514782565933,0.4439311795301567,0.03214718546988174,0.04516728301510929,0.5303387358193945,0.7349491587030139,0.5995655528608473,0.17593068658351343,0.5258635242019795,0.7074014492326651,0.22790180366377435,0.3369595734156343,0.6947641874683019,0.1491350187173917,0.4122684650811365,,,0.013766160572949774,-0.05014864874597799,-0.2726959420843185,0.05588546500000074,0.05447691206190676,-0.0029370564962763377
EEG F7,0.3703571459860143,0.7787727465586095,0.63024087871639,0.24607269222238085,0.2379794605126455,1.0,0.7264001475646797,0.3767054548547382,0.6120577177207053,0.9479560842767475,0.0036054366005997605,0.4532313162638504,0.874734971095522,0.10047284750985822,-0.048167982235391434,0.002012300077730638,-0.2938768472637022,-0.17488303414003528,0.02193108840457754,0.02867633194482326,-0.3821109378156535,-0.14019412024480796,0.11225456906983126,-0.2822033485391882,-0.28012602053443114,-0.03107305970312834,-0.00033283177119362845,-0.27595723765834074,,,-0.12019160348896174,0.0758738072853936,-0.08158248466127747,0.052815450008399524,0.05236889483937443,-0.011603747267935338
EEG T3,-0.003033339728201231,0.4352384889839647,0.7514159619815839,0.5346092468619265,0.5116974489716329,0.7264001475646797,1.0,0.6705897067060939,0.45998964546596754,0.7990930999814445,0.17030806077369157,0.7155096882360509,0.7091269349876431,0.0017554912395742418,0.16929209681047674,0.10761218457375668,-0.16847118004759173,0.10725014993679416,0.3124697436692383,0.22777765035096534,-0.12799076503518989,0.16879552518727406,0.36273290356880733,-0.05985852657760156,0.04059954816942833,0.25855320343391797,0.1310011998450053,0.08553223884312046,,,0.03902726659414176,0.03312441385718419,-0.20268031545565462,0.19701082972605188,0.1967802743067717,-0.0062264538346857735
EEG T5,-0.2745636580417146,0.07681963815473788,0.7258587652023749,0.7762563662918902,0.8800233743870168,0.3767054548547382,0.6705897067060939,1.0,0.2715029506970327,0.45720315763061975,0.03068704003585542,0.897363063289691,0.5145887545382347,-0.2408731719050186,0.47152501420437887,-0.015291298668153517,-0.009984289371011312,0.4377601135040629,0.5998607609231266,0.43197835635812526,0.1124502352078651,0.4362359960850605,0.6499275031337135,0.1369683717726338,0.24526474110931715,0.5639098790607618,0.09693707536385335,0.346932852395985,,,-0.040444335144680786,-0.03389355970349234,-0.22832199893754537,0.050290833557036715,0.04930742940492081,0.005766669739768752
EEG Fc1,0.3820218656272862,0.8078317776634267,0.6702060921082466,0.276053437379394,0.11343875841962335,0.6120577177207053,0.45998964546596754,0.2715029506970327,1.0,0.7024221700110482,-0.13303622218667097,0.40606219792736253,0.41989338449947533,0.163678388083398,0.22476926772713107,-0.11001578059958614,-0.07433136416521362,-0.11526009954981117,-0.050791361064048066,-0.08381165774368571,-0.19303000357064334,-0.1933692647685619,-0.05010163391843421,-0.04827230226628766,-0.2646973327387522,-0.021286430013824714,-0.08483953533328842,-0.2305524620412473,,,-0.17919927320617415,0.05830418381727924,0.12420206491454691,0.048983279106163194,0.04874499051241608,-0.02281202092426392
EEG Fc5,0.3040273780014557,0.7805259999579308,0.7414087832366774,0.3439124897294038,0.292124971893329,0.9479560842767475,0.7990930999814445,0.45720315763061975,0.7024221700110482,1.0,0.017972476541698628,0.557330346227317,0.812652021480703,0.09635891203707472,0.02687981968411421,-0.0020973755113933438,-0.24804336390022724,-0.1224490817895313,0.06428415703589821,0.05503468856208778,-0.3056865705356932,-0.09008859728425798,0.13739875750619554,-0.23508250530043917,-0.22761835460410237,0.02420043090797569,0.015539972864962514,-0.18471323121478314,,,-0.06732388688786371,0.07197216534339979,-0.06933285594987369,0.08338642249996936,0.08259731144603452,-0.011024480208158096
