,EEG Fp1,EEG F3,EEG C3,EEG P3,EEG O1,EEG F7,EEG T3,EEG T5,EEG Fc1,EEG Fc5,EEG Cp1,EEG Cp5,EEG F9,EEG Fz,EEG Cz,EEG Pz,EEG F4,EEG C4,EEG P4,EEG O2,EEG F8,EEG T4,EEG T6,EEG Fc2,EEG Fc6,EEG Cp2,EEG Cp6,EEG F10,SPO2,HR,1,2,EEG FP2,EEG P9,EEG P10,MK
EEG Fp1,1.0,0.7594017610879096,0.3505762859855144,-0.04938834202551565,-0.03048349401465672,0.43859842357135104,0.12211710152106356,-0.018770233888431017,0.5571586978614327,0.4254513351189916,0.14573110524795493,0.060023723323971885,0.13139567369887875,0.8301872613709914,0.39973585565869185,-0.014266044145601394,0.423171417254193,0.19067169997591712,-0.04530805704493292,-0.0549726133546188,0.019798742783517086,0.001831068018538205,-0.041852315456206844,0.459529496931663,0.12770059785883636,0.15226836541301325,0.02069704525652931,-0.24265194314773883,,,-0.030744000530065242,-0.04415854399501979,0.8948704072791511,-0.004576939528643241,-0.006516011081923388,-0.021970558596743413
EEG F3,0.7594017610879096,1.0,0.742798061959555,-0.03878481642488914,0.1897674398568282,0.6738180794036788,0.41084109310732014,0.1502396676031449,0.8483395421946199,0.7812785728414183,0.5228139876516493,0.3191517670900705,0.49120532880264317,0.8580852216365292,0.6716037120318838,-0.031166559315466084,0.44627001152481843,0.39218252919402985,0.04935650306688616,0.1491082298490377,0.07317386084331069,0.17042172199136096,0.1866068595191652,0.589012868726994,0.27453893294257387,0.4580737566209884,0.25041075112839534,-0.048376901149474856,,,-0.035945804742929834,-0.005418380488827419,0.6472810785022853,-0.0816737738827033,-0.0836473273206704,-0.022559448873292833
EEG C3,0.3505762859855144,0.742798061959555,1.0,0.017373605368329527,0.3571972418410509,0.6426069364046983,0.7107274486206072,0.251385616292581,0.8527745951577244,0.825821919056849,0.8298034734130939,0.6706612040370331,0.5888811210470554,0.6209942535440053,0.7467549568824854,-0.006810678275887515,0.34081186681218245,0.4827899255465194,0.1801769590784037,0.33511770136829755,0.19135187293389375,0.3247447680745426,0.34053405534667214,0.5376855908953639,0.380440981034315,0.6517901523216599,0.44247560518542073,0.1929769861812709,,,-0.012889960555172797,0.029271081345234387,0.28175075296011853,-0.10998203877599866,-0.11191312631971632,-0.01737161447843945
EEG P3,-0.04938834202551565,-0.03878481642488914,0.017373605368329527,1.0,0.05877317735307101,-0.014412419872635715,0.033693606247114156,0.020366886319267394,0.02085226825966173,-0.007222538115842901,0.007196006483724207,0.02871157975260964,-0.015535481299866176,-0.030255096073057344,-0.018988852810545305,0.1381055442473555,-0.02990549826730814,-0.023512012471365765,0.1577108341307597,0.027411085663351598,-0.005719904305387282,-0.0025093385796298327,0.011437955667452275,0.007667392968404816,-0.01570695222500092,-0.023195275640746863,-0.015280387624591234,0.021370973248963653,,,0.009979307902686665,0.024720038288018838,-0.03714471560516127,0.2506595331444721,0.25002233213876224,0.0017233436284435362
EEG O1,-0.03048349401465672,0.1897674398568282,0.3571972418410509,0.05877317735307101,1.0,0.29078120314187766,0.20183745242270326,0.8586553850050688,0.28492056638791063,0.29616606154843167,0.5580419602360516,0.18835170749529292,0.3721607295876254,0.13673288878071188,0.32237086247248303,0.015216313929251275,0.08715323615694992,0.2561555989215266,0.23908461678584825,0.6376986399300038,0.1696887064139552,0.23383963107331956,0.5267676190515396,0.18512973017286327,0.23025581356092617,0.479418515060884,0.35221768999248293,0.22887180658262818,,,0.030349468998223602,0.06082623494622641,-0.031770327762648036,-0.03704533470850634,-0.03779002149748007,-0.007544686613550692
EEG F7,0.43859842357135104,0.6738180794036788,0.6426069364046983,-0.014412419872635715,0.29078120314187766,1.0,0.5893820809578525,0.2311581748547458,0.6166325877211574,0.810731255033092,0.5209004861608207,0.393203522903114,0.8657088339255755,0.4821824095487677,0.4492089079704831,-0.007377329771411745,0.04430356878510128,0.15610346370360917,0.07856305563882163,0.2013246928851805,-0.14059139510534857,0.10331111283763487,0.25112823549666946,0.24602290604911212,0.041699398767901005,0.34346495232985796,0.1852311280488519,-0.11724359511031221,,,-0.005387826547468278,0.03929471889065258,0.24158359113224873,-0.07761952858369167,-0.07826125984298024,-0.018179237918014027
EEG T3,0.12211710152106356,0.41084109310732014,0.7107274486206072,0.033693606247114156,0.20183745242270326,0.5893820809578525,1.0,0.09589953255837716,0.5122566720818239,0.6401132627384817,0.6610738100767856,0.8462192742459196,0.5659396229653956,0.2776999329349938,0.39719385000053714,-0.008318754269527166,0.09830688967219735,0.23769127545781613,0.11595887452329703,0.203767485320995,0.1046967488596312,0.22996003598295867,0.1806510221746471,0.23907350976759886,0.2071199127227744,0.38470638863707457,0.3132323983101953,0.1386206330901147,,,0.0038039415386255334,0.017366958394314583,0.05461453204967994,-0.08041242835009034,-0.08080851098608724,-0.013932427004273678
EEG T5,-0.018770233888431017,0.1502396676031449,0.251385616292581,0.020366886319267394,0.8586553850050688,0.2311581748547458,0.09589953255837716,1.0,0.21696734852328908,0.2305908358944372,0.34610615158947233,0.028084621282763303,0.29497728255865646,0.11661807697330454,0.24594676093112774,0.0012933158342689492,0.08876186253142099,0.20645646249508198,0.14602996049585337,0.4029938650454962,0.17616537416227993,0.20586113881642656,0.4009036603665373,0.1642018095003467,0.201205946077975,0.33814401879853034,0.23364555627530043,0.22836977343507775,,,0.037336427272184954,0.04012418597909864,-0.02697755187903944,-0.03266656738351612,-0.03367799656912128,-0.0069399099778123564
EEG Fc1,0.5571586978614327,0.8483395421946199,0.8527745951577244,0.02085226825966173,0.28492056638791063,0.6166325877211574,0.5122566720818239,0.21696734852328908,1.0,0.7717194505847308,0.6898706006063899,0.45741022005467613,0.5136240095036392,0.7879506298819169,0.7787135692999331,-0.006465065283139557,0.4644529916674706,0.50949163116968,0.15246094934566187,0.26033045602926747,0.1806368345404569,0.290199042822348,0.2884743186981186,0.6864165700974535,0.3988605745932994,0.6175754476418076,0.40207847655778267,0.12524782690770675,,,-0.025424726542442995,0.0066336278377325765,0.4737867844422536,0.009664840222444206,0.0072402704399014955,-0.007944449319667818
EEG Fc5,0.4254513351189916,0.7812785728414183,0.825821919056849,-0.007222538115842901,0.29616606154843167,0.810731255033092,0.6401132627384817,0.2305908358944372,0.7717194505847308,1.0,0.6447020899554724,0.4875107111086419,0.7213612153611643,0.583300294167562,0.5884704523876828,-0.013277869749136948,0.21184956899765559,0.3077168987583973,0.10498900275621602,0.23429797865338844,0.007031903599334095,0.19558690490280137,0.27103823113222214,0.394359381082087,0.2148323750806958,0.4614475893695918,0.2786735125724717,0.013483104040813368,,,-0.015068222955650907,0.03615359138827917,0.2802483333911563,-0.09649950457541569,-0.0977916620231895,-0.017269854600151662
